idx,epoch,weight l2 p0,weight l2 p1,weight l2 p2,weight l2 p3,weight l2 p4,weight l2 p5,weight l2 p6,weight l2 p7,weight l2 p8,weight l2 p9,weight l2 p10,weight l2 p11,weight l2 p12,weight l2 p13,weight l2 p14,weight l2 p15,weight l2 p16,weight l2 p17,weight l2 p18,weight l2 p19,weight l2 p20,weight l2 p21,weight l2 p22,weight l2 p23,weight l2 p24,weight l2 p25,weight l2 p26,weight l2 p27,weight l2 p28,weight l2 p29,weight l2 p30,weight l2 p31,weight l2 p32,weight l2 p33,weight l2 p34,weight l2 p35,weight l2 p36,weight l2 p37,weight l2 p38,weight l2 p39,weight l2 p40,weight l2 p41,weight l2 p42,weight l2 p43,weight l2 p44,weight l2 p45,weight l2 p46,weight l2 p47,weight l2 p48,weight l2 p49,weight l2 p50,weight l2 p51,weight l2 p52,weight l2 p53,weight l2 p54,weight l2 p55,weight l2 p56,weight l2 p57,weight l2 p58,weight l2 p59,weight l2 p60,weight l2 p61,weight l2 p62,weight l2 p63,weight l2 p64,weight l2 p65,weight l2 p66,weight l2 p67,weight l2 p68,weight l2 p69,weight l2 p70,weight l2 p71,weight l2 p72,weight l2 p73,weight l2 p74,weight l2 p75,weight l2 p76,weight l2 p77,weight l2 p78,weight l2 p79,weight l2 p80,weight l2 p81,weight l2 p82,weight l2 p83,weight l2 p84,weight l2 p85,weight l2 p86,weight l2 p87,weight l2 p88,weight l2 p89,weight l2 p90,weight l2 p91,weight l2 p92,weight l2 p93,weight l2 p94,weight l2 p95,weight l2 p96,weight l2 p97,weight l2 p98,weight l2 p99,configuration No
26,26,-0.1112955883145332,0.0865454375743866,-0.0128975640982389,0.0586488209664821,0.1886747479438781,-0.0379399769008159,-0.1096766218543052,0.2006331086158752,-0.1380202025175094,0.0190406069159507,-0.0685648694634437,0.0515836328268051,-0.0241321753710508,-0.1607999354600906,0.1377626210451126,-0.1510329395532608,0.0405017361044883,-0.1568602472543716,0.0171417538076639,-0.0314115360379219,-0.0913579612970352,0.0017848350107669,-0.0366286747157573,0.1225322559475898,-0.1789659261703491,0.0063822772353887,-0.1187611669301986,-0.085366703569889,0.0106557328253984,-0.038025502115488,-0.1288481205701828,0.0429790876805782,-0.1722403913736343,0.0918738171458244,0.0778042748570442,0.0413853749632835,-0.0815085992217063,0.1089110821485519,-0.0658024176955223,0.1609857976436615,0.226820707321167,0.0301740653812885,-0.0324079804122448,-0.1136017739772796,-0.1992199867963791,0.1600790470838546,0.1019139215350151,0.1025336235761642,0.1449118852615356,-0.1402402520179748,0.1732619702816009,-0.0546581260859966,-0.0990175306797027,-0.0616530105471611,-0.138166606426239,-0.0025902953930199,0.0980915650725364,0.0885298252105712,0.0320268236100673,-0.0750881507992744,0.2579635083675384,-0.0513809658586978,-0.0773872956633567,-0.0341918431222438,-0.2103940993547439,0.1402023732662201,0.0279636345803737,0.2192470580339431,-0.0120381386950612,-0.0903609991073608,0.1374001801013946,0.1455568224191665,-0.0746777206659317,-0.025424825027585,-0.1475774645805359,-0.0365611687302589,-0.1462500095367431,0.0186278391629457,0.2544348239898681,-0.0590194761753082,-0.0201768036931753,-0.1794788241386413,-0.1438051909208297,-0.128492847084999,-0.0143279181793332,-0.1364335864782333,-0.003017540089786,-0.0489791668951511,0.241225853562355,0.1337690502405166,0.2100324630737304,-0.0768700391054153,0.103994183242321,0.0871453657746315,-0.0315590128302574,-0.1892212629318237,-0.0499832965433597,-0.0128579586744308,0.1703767776489257,0.1849882453680038,0
27,27,-0.1114593297243118,0.0845270231366157,-0.0125126745551824,0.0579384379088878,0.1895259469747543,-0.0379452407360076,-0.1104003489017486,0.1983755379915237,-0.138291910290718,0.0190405957400798,-0.068554550409317,0.0515647009015083,-0.0239751599729061,-0.1608636826276779,0.1354775130748748,-0.1522703021764755,0.0395762957632541,-0.1584452092647552,0.0181664656847715,-0.0303433891385793,-0.0913593769073486,0.0008466252475045,-0.0366286747157573,0.1205623820424079,-0.1798623949289322,0.0065026395022869,-0.1205356046557426,-0.0876153260469436,0.0106391571462154,-0.0385779552161693,-0.1289802193641662,0.0418227761983871,-0.1731379330158233,0.0916055366396904,0.077686034142971,0.0413607396185398,-0.0815086215734481,0.1090532317757606,-0.0664314404129982,0.1595121175050735,0.2257245033979416,0.0290897022932767,-0.0316813066601753,-0.114078551530838,-0.2011366486549377,0.1577816158533096,0.101628229022026,0.102573350071907,0.1440707892179489,-0.1410284489393234,0.1720649898052215,-0.0546582527458667,-0.0993285551667213,-0.0633830800652504,-0.1399184316396713,-0.0044229365885257,0.0968422889709472,0.0888568758964538,0.0321033224463462,-0.0756346732378006,0.2562933564186096,-0.0512222051620483,-0.0782956033945083,-0.0346351899206638,-0.2103078067302703,0.1382505744695663,0.0279620606452226,0.2186958640813827,-0.0132022630423307,-0.0902869999408721,0.1364743560552597,0.143931359052658,-0.0760424733161926,-0.025424825027585,-0.1476815342903137,-0.0389027185738086,-0.1467420607805252,0.0166585035622119,0.2544056177139282,-0.059883315116167,-0.0201768036931753,-0.1803030222654342,-0.1446002423763275,-0.1306596249341964,-0.0142897590994834,-0.1362921297550201,-0.0031346939504146,-0.0500539429485797,0.2419243454933166,0.1329919993877411,0.2097159326076507,-0.07697494328022,0.1041433289647102,0.0875167995691299,-0.0319917388260364,-0.1902241706848144,-0.0498896092176437,-0.0128579586744308,0.1700910180807113,0.1841823309659958,0
28,28,-0.1104439198970794,0.0839662030339241,-0.0124085862189531,0.0569953471422195,0.1953697055578231,-0.0382285676896572,-0.1120377406477928,0.1987967938184738,-0.1377009153366089,0.0190393961966037,-0.0685652121901512,0.0515229851007461,-0.0237423405051231,-0.1605007201433181,0.1351824104785919,-0.1534190475940704,0.0434159450232982,-0.1590230613946914,0.0213267970830202,-0.0288286842405796,-0.0913546383380889,0.0019322403240948,-0.0366286747157573,0.1204867139458656,-0.1811148524284362,0.0076625370420515,-0.1195716187357902,-0.0902097970247268,0.0096399737522006,-0.0407666973769664,-0.1282951086759567,0.0428132750093936,-0.173783391714096,0.0935776159167289,0.0775068253278732,0.042263489216566,-0.0815086215734481,0.1108569726347923,-0.0663804709911346,0.159546822309494,0.2246789932250976,0.0299401003867387,-0.0318283438682556,-0.1146291941404342,-0.2047200500965118,0.1555883586406707,0.1039751172065734,0.101787157356739,0.1452940702438354,-0.1379328221082687,0.1722107082605362,-0.0546583645045757,-0.0999005511403083,-0.0660361424088478,-0.1436708867549896,-0.0051934686489403,0.0972021073102951,0.0891444236040115,0.0321314334869384,-0.0745184570550918,0.2573814392089844,-0.05313441157341,-0.0814552456140518,-0.0349170938134193,-0.2105955928564071,0.1370178759098053,0.0279428958892822,0.2198830395936966,-0.0118245305493474,-0.0902883112430572,0.1360500156879425,0.1456014961004257,-0.0752690136432647,-0.025424825027585,-0.1492238044738769,-0.0415762886404991,-0.1458263099193573,0.0157878473401069,0.2555493116378784,-0.0588696002960205,-0.0201768036931753,-0.1824387311935424,-0.1465008407831192,-0.1292450428009033,-0.0138505650684237,-0.1369657665491104,-0.0017312720883637,-0.0527279563248157,0.2429464161396026,0.1358762383460998,0.2102611809968948,-0.0763685628771781,0.1039405018091201,0.0874868407845497,-0.0318368449807167,-0.1934973001480102,-0.0501452125608921,-0.0128579586744308,0.1693045645952224,0.1863875836133957,0
29,29,-0.1109321117401123,0.0868220180273056,-0.0121157290413975,0.0577396564185619,0.2023719698190689,-0.0367007069289684,-0.1118203103542327,0.2026841640472412,-0.1359990388154983,0.0190392490476369,-0.0685605779290199,0.0515355393290519,-0.0236928649246692,-0.1601177752017974,0.1398835033178329,-0.1543238312005996,0.0479257851839065,-0.1590349823236465,0.0246135648339986,-0.0275789573788642,-0.0913540124893188,0.0040619876235723,-0.0366286747157573,0.1235237494111061,-0.1815081685781479,0.0074414392001926,-0.1173574030399322,-0.0892314016819,0.0094747524708509,-0.0423193499445915,-0.1266302466392517,0.0450290292501449,-0.1731167882680893,0.0968771204352378,0.0771790817379951,0.0435974039137363,-0.0815095901489257,0.1126923412084579,-0.0655786991119384,0.1624426841735839,0.2276740372180938,0.032256793230772,-0.0311431493610143,-0.1138426586985588,-0.2046298682689666,0.1578744947910308,0.1092031896114349,0.1035346537828445,0.1477628648281097,-0.135330855846405,0.1752267330884933,-0.0546585246920585,-0.0997605323791503,-0.0655586719512939,-0.1433193534612655,-0.001870333799161,0.1002783104777336,0.089201807975769,0.0321161560714244,-0.071992315351963,0.2615397870540619,-0.0536658801138401,-0.0810660645365715,-0.0341591201722621,-0.2123577743768692,0.1416081637144088,0.0279406029731035,0.2232766300439834,-0.0090507278218865,-0.0903296619653701,0.1376993060111999,0.1512862741947174,-0.073482945561409,-0.025424825027585,-0.1493846327066421,-0.0402643121778965,-0.1439564079046249,0.019202571362257,0.2577062547206878,-0.0580729283392429,-0.0201768036931753,-0.1810955107212066,-0.1460329741239547,-0.1271701902151107,-0.0125280087813735,-0.1367006301879882,-0.0013891386333853,-0.0512498579919338,0.2464352548122406,0.1393717229366302,0.2149475365877151,-0.0752933248877525,0.1050958186388015,0.0877552032470703,-0.0313364826142787,-0.1939083188772201,-0.049976397305727,-0.0128579661250114,0.1709954589605331,0.1896450966596603,0
30,30,-0.1108842119574546,0.0868490189313888,-0.0122321741655468,0.0560739859938621,0.2030438333749771,-0.0358651280403137,-0.1116395071148872,0.2025450766086578,-0.1345195770263672,0.0190389212220907,-0.0685699135065078,0.0515319444239139,-0.0236394274979829,-0.1583047211170196,0.1380449533462524,-0.1534622907638549,0.0494879372417926,-0.1575699299573898,0.0258671902120113,-0.0277039762586355,-0.0913546308875083,0.0047506052069365,-0.0366286747157573,0.1222033649682998,-0.1811497062444687,0.0069718807935714,-0.1156162098050117,-0.0903998836874961,0.0080580245703458,-0.0419806241989135,-0.1266057044267654,0.0457450971007347,-0.1729231923818588,0.0969407260417938,0.077030710875988,0.0448257438838481,-0.0815095901489257,0.1119648590683937,-0.0651564672589302,0.1630361676216125,0.2272582054138183,0.0331449955701828,-0.0307865478098392,-0.1137128323316574,-0.2059125453233719,0.1566226780414581,0.1095821484923362,0.1010591089725494,0.1484364867210388,-0.1321539580821991,0.1743330657482147,-0.0546585880219936,-0.0986174494028091,-0.0658826828002929,-0.1441015601158142,-0.0018675220198929,0.0996482446789741,0.0892215073108673,0.0321160815656185,-0.0719240978360176,0.2618879079818725,-0.053125012665987,-0.083770215511322,-0.0345826297998428,-0.211939588189125,0.1400278359651565,0.0279549434781074,0.223633736371994,-0.006979159079492,-0.0903340280055999,0.13815838098526,0.1502081751823425,-0.0719537511467933,-0.025424825027585,-0.1500123441219329,-0.0414561964571476,-0.1423170417547226,0.0183638278394937,0.2577345371246338,-0.0582269579172134,-0.0201768036931753,-0.1810034662485122,-0.1457125842571258,-0.1246514320373535,-0.0119443479925394,-0.1365460753440857,-0.0004566702991724,-0.0519267991185188,0.2443131059408188,0.1402361541986465,0.2130885273218155,-0.0756989493966102,0.1044128164649009,0.0883349031209945,-0.0311978179961442,-0.1957159489393234,-0.0503746755421161,-0.0128579679876565,0.1684782207012176,0.1893457174301147,0
31,31,-0.1118067651987075,0.0888958796858787,-0.0118588805198669,0.0584842674434185,0.2032831013202667,-0.0356799326837062,-0.1124043092131614,0.2046542018651962,-0.1341635286808014,0.0190388411283493,-0.0685762017965316,0.0515024550259113,-0.023611357435584,-0.1590398401021957,0.1403978914022445,-0.1546045988798141,0.0473932288587093,-0.1576688289642334,0.0228991359472274,-0.0288294497877359,-0.091347649693489,0.0045600477606058,-0.0366286747157573,0.1240810304880142,-0.180971547961235,0.0064932848326861,-0.1166508868336677,-0.0894376784563064,0.0098766237497329,-0.0399085953831672,-0.1275153160095214,0.0455333031713962,-0.1721701174974441,0.0966656878590583,0.0773319900035858,0.0446778163313865,-0.0815095901489257,0.1110656037926673,-0.0668490827083587,0.1643983721733093,0.2318150997161865,0.0342856235802173,-0.0314493253827095,-0.1138366758823394,-0.2063930481672287,0.1617411077022552,0.1099258065223693,0.1026771962642669,0.149908572435379,-0.1359318643808365,0.1766759306192398,-0.0546587109565734,-0.0990596190094947,-0.0648184716701507,-0.1427749544382095,-0.0011385581456124,0.1026320978999137,0.0895108133554458,0.032185323536396,-0.0732731521129608,0.2654822766780853,-0.0519025027751922,-0.0826281383633613,-0.0343479700386524,-0.2137285023927688,0.144165351986885,0.0279536340385675,0.2267895340919494,-0.0093750562518835,-0.0902864336967468,0.139475405216217,0.1515747904777526,-0.0719042494893074,-0.025424825027585,-0.1510651409626007,-0.0391840413212776,-0.143705129623413,0.0210563503205776,0.2601754069328308,-0.0580092146992683,-0.0201768036931753,-0.1810315102338791,-0.1462133079767227,-0.1267892718315124,-0.0134554291144013,-0.1363301575183868,-0.0035916196648031,-0.0496163889765739,0.2470152527093887,0.140489786863327,0.2151059359312057,-0.0763069987297058,0.1064039096236229,0.0887073576450347,-0.0316754877567291,-0.1956886649131775,-0.0509703867137432,-0.0128579819574952,0.1732647716999054,0.1922409534454345,0
32,32,-0.1110399141907692,0.0879027545452117,-0.0120919412001967,0.0552775487303733,0.2063684463500976,-0.0350121259689331,-0.1137925386428833,0.2062639147043228,-0.1314612478017807,0.0190386306494474,-0.0685707628726959,0.0514714904129505,-0.0236387625336647,-0.1558936238288879,0.1403111517429351,-0.1537390053272247,0.0507700406014919,-0.1564759165048599,0.0260383952409029,-0.0287722386419773,-0.0913478583097457,0.006169855594635,-0.0366286747157573,0.1255466639995575,-0.1815128624439239,0.0073835267685353,-0.114460676908493,-0.0902110040187835,0.0073912367224693,-0.0424932315945625,-0.1278713345527649,0.0477323569357395,-0.1738853007555008,0.0986774563789367,0.07717826962471,0.0468895584344863,-0.0815104469656944,0.1127233281731605,-0.0668982192873954,0.1654292792081833,0.2294832468032837,0.0340982712805271,-0.0317588001489639,-0.114716075360775,-0.2080174535512924,0.1605173051357269,0.1106201633810997,0.1011759266257286,0.1498434543609619,-0.130191832780838,0.1776034086942672,-0.0546588450670242,-0.0992664694786071,-0.0656015500426292,-0.1466159373521804,-0.002033591736108,0.1011727079749107,0.0895629972219467,0.0321865044534206,-0.0725276619195938,0.2656087279319763,-0.053130354732275,-0.0861154049634933,-0.0338503122329711,-0.2136251330375671,0.1441988348960876,0.0279535874724388,0.2266058474779129,-0.0054396535269916,-0.0903011709451675,0.1397874355316162,0.1531066745519638,-0.070773035287857,-0.025424825027585,-0.1526518166065216,-0.041580244898796,-0.1419130116701126,0.0194030217826366,0.260455846786499,-0.0587374418973922,-0.0201768036931753,-0.1818011850118637,-0.1459957063198089,-0.1225583255290985,-0.0124599887058138,-0.1359399706125259,-0.0012045946205034,-0.0500012747943401,0.2469384223222732,0.1439636647701263,0.213739201426506,-0.076684258878231,0.1051926165819168,0.0890007838606834,-0.0319434180855751,-0.1976168006658554,-0.0514948926866054,-0.0128579819574952,0.171418234705925,0.1931921392679214,0
33,33,-0.1119234934449195,0.0858965665102005,-0.0119765326380729,0.0526055097579956,0.2093058377504348,-0.033697597682476,-0.1145091950893402,0.2042525708675384,-0.1293840557336807,0.019038587808609,-0.068550206720829,0.051472283899784,-0.0233623627573251,-0.1551911681890487,0.1390685737133026,-0.154292419552803,0.0520055405795574,-0.1563654690980911,0.0282915867865085,-0.029309656471014,-0.0913480222225189,0.0072694481350481,-0.0366286747157573,0.1253964751958847,-0.1828440576791763,0.0061975591816008,-0.1144582852721214,-0.09176866710186,0.0064556077122688,-0.0438506603240966,-0.1279180496931076,0.0478912517428398,-0.1747524589300155,0.0997059717774391,0.0771539509296417,0.049242615699768,-0.0815104469656944,0.1130609512329101,-0.0671285241842269,0.1658507883548736,0.2278355658054351,0.0343531481921672,-0.0307603701949119,-0.1151590347290039,-0.2110904902219772,0.1552753746509552,0.1120137646794319,0.099819116294384,0.1498295068740844,-0.1273819804191589,0.1762512177228927,-0.0546590462327003,-0.0984157100319862,-0.0687690526247024,-0.1490586698055267,-0.0027150204405188,0.0991584286093711,0.0895452722907066,0.0322189256548881,-0.071616843342781,0.2646092176437378,-0.0549401678144931,-0.0891720727086067,-0.0341709777712821,-0.2138960510492324,0.1420446336269378,0.0279526319354772,0.2244928181171417,-0.0044419560581445,-0.0903245657682418,0.1396019756793975,0.1534970104694366,-0.0706490948796272,-0.025424825027585,-0.1537114232778549,-0.0440666563808918,-0.1403850764036178,0.0165984258055686,0.2597168982028961,-0.0598002895712852,-0.0201768036931753,-0.1818144619464874,-0.146919846534729,-0.1213617995381355,-0.0111386990174651,-0.1363777965307235,-0.0005821262602694,-0.052173912525177,0.2462788522243499,0.1447558254003524,0.2127990573644638,-0.0766113847494125,0.1044982746243476,0.0894183591008186,-0.0325729697942733,-0.1997176259756088,-0.050887506455183,-0.0128580424934625,0.1683768928050995,0.1930681616067886,0
34,34,-0.1108706071972847,0.0859533920884132,-0.0117773534730076,0.0548471398651599,0.2095631062984466,-0.0341794677078723,-0.1158115044236183,0.2054435908794403,-0.1287239044904709,0.0190385468304157,-0.0685599222779274,0.051506083458662,-0.0232002362608909,-0.1563250869512558,0.1378135085105896,-0.1554709672927856,0.0519446209073066,-0.1569317579269409,0.0291869528591632,-0.0285132471472024,-0.0913434326648712,0.0058928094804286,-0.0366286747157573,0.1255624741315841,-0.1836157441139221,0.0076632215641438,-0.1150290071964263,-0.0937442108988761,0.0072123063728213,-0.0443409010767936,-0.1295969933271408,0.0479835756123065,-0.1779779344797134,0.1015840917825698,0.0772144421935081,0.0497434400022029,-0.0815105810761451,0.1168692260980606,-0.0678541287779808,0.1656420975923538,0.2288890331983566,0.034761756658554,-0.0310836303979158,-0.1154116839170456,-0.2117431312799453,0.1557229310274124,0.1104169189929962,0.1021398082375526,0.1503950357437133,-0.1279036551713943,0.1791808307170868,-0.0546591579914093,-0.1014966890215873,-0.0695047378540039,-0.1503746807575225,-0.0061262538656592,0.0987695977091789,0.0896948799490928,0.0322655066847801,-0.0733099654316902,0.2658088803291321,-0.0551876723766326,-0.0900004506111145,-0.0343631282448768,-0.2124664783477783,0.1416914761066436,0.0279515385627746,0.2275912910699844,-0.0061604976654052,-0.0902985259890556,0.1392297595739364,0.1532473266124725,-0.0728855207562446,-0.025424825027585,-0.1540893465280532,-0.0476116761565208,-0.1427062302827835,0.0159884877502918,0.2611499726772308,-0.061106689274311,-0.0201768036931753,-0.1830618232488632,-0.148846760392189,-0.1215298399329185,-0.0092861512675881,-0.1365185230970382,0.001013990258798,-0.0528294444084167,0.2480316311120987,0.1479656845331192,0.2144096493721008,-0.0770806670188903,0.1045662984251976,0.0893360748887062,-0.0336001850664615,-0.1996366530656814,-0.0495330579578876,-0.0128580536693334,0.1702528297901153,0.1936234384775161,0
35,35,-0.1108351647853851,0.0851961970329284,-0.0117610218003392,0.0531070418655872,0.2133000642061233,-0.0335255227982997,-0.116818755865097,0.205873891711235,-0.1273790597915649,0.0190382488071918,-0.0686413943767547,0.0514634288847446,-0.0230253487825393,-0.1549008935689926,0.1382022202014923,-0.156929612159729,0.0540692992508411,-0.1575477123260498,0.0316229872405529,-0.0282919164746999,-0.091342993080616,0.0062595130875706,-0.0366286747157573,0.1262402087450027,-0.1849150359630584,0.0072919162921607,-0.1146800816059112,-0.0944402888417244,0.0057669593952596,-0.0466736257076263,-0.1294612437486648,0.0486848093569278,-0.1780037134885788,0.1035448536276817,0.0767756924033165,0.0512478463351726,-0.081509843468666,0.1174623146653175,-0.0681789517402648,0.1666556894779205,0.227942556142807,0.0348576232790946,-0.0306104887276887,-0.115834392607212,-0.2135096341371536,0.1531195193529129,0.1128501370549202,0.1019361540675163,0.1505115926265716,-0.1260581910610199,0.1791882514953613,-0.0546594001352787,-0.1015768498182296,-0.0710864141583442,-0.1515054255723953,-0.0057465829886496,0.0978192314505577,0.0898401066660881,0.0322389341890811,-0.0724696293473243,0.2656080722808838,-0.0566941648721694,-0.0915346294641494,-0.0341786108911037,-0.2135702818632125,0.1421271860599517,0.0279504489153623,0.2271484583616256,-0.0040986258536577,-0.0903108716011047,0.139270082116127,0.1561053693294525,-0.0734262913465499,-0.025424825027585,-0.1548627465963363,-0.0495991110801696,-0.1421279311180114,0.0157551262527704,0.2612988352775574,-0.0621131025254726,-0.0201784931123256,-0.1832083761692047,-0.1492267847061157,-0.1206705793738365,-0.007712778635323,-0.1367146074771881,0.0018616176676005,-0.054049015045166,0.2491636127233505,0.1498259007930755,0.215405598282814,-0.0774608254432678,0.1041985973715782,0.089866317808628,-0.0346007198095321,-0.2015495002269745,-0.0498894080519676,-0.0128580536693334,0.1694513857364654,0.1947271674871444,0
36,36,-0.1105349585413932,0.086014911532402,-0.0115749966353178,0.0551113151013851,0.214320495724678,-0.0335676781833171,-0.1175169721245765,0.2086872160434723,-0.1257313042879104,0.0190380457788705,-0.0686401948332786,0.0514827370643615,-0.0229651872068643,-0.1553710699081421,0.1401561349630355,-0.1577601730823516,0.0531625635921955,-0.1568420529365539,0.0309287216514349,-0.0279813949018716,-0.0913398042321205,0.005471471697092,-0.0366286747157573,0.1288169026374817,-0.1861516535282135,0.0082445815205574,-0.1148705929517746,-0.0941240713000297,0.0065955957397818,-0.0462610907852649,-0.1303847432136535,0.049001257866621,-0.1785706728696823,0.1047264486551284,0.077034942805767,0.0522819198668003,-0.081509843468666,0.1194660663604736,-0.0693433359265327,0.167508915066719,0.2302029579877853,0.0356019474565982,-0.0309764184057712,-0.1164320707321167,-0.2129098027944564,0.1566896587610244,0.1133822798728942,0.104297250509262,0.1512711346149444,-0.1282041072845459,0.1821269541978836,-0.0546596497297287,-0.1021264865994453,-0.0701890066266059,-0.1510339230298996,-0.005901709664613,0.0990868285298347,0.0899513587355613,0.032278437167406,-0.0733809694647789,0.2676542699337005,-0.0570182278752327,-0.0903780087828636,-0.0336624756455421,-0.2132132202386856,0.1455561816692352,0.0279296077787876,0.229786068201065,-0.0046109622344374,-0.090316005051136,0.1402423232793808,0.1582183837890625,-0.0749406963586807,-0.025424825027585,-0.1549577414989471,-0.0489937104284763,-0.1437656879425048,0.016618363559246,0.2633922696113586,-0.0630839169025421,-0.0201784968376159,-0.183341383934021,-0.1485005766153335,-0.1215631142258644,-0.0075152497738599,-0.1364987045526504,0.0017513728234916,-0.0515851341187953,0.2521847784519195,0.1514564007520675,0.2173075377941131,-0.0776344612240791,0.1054228991270065,0.0898290500044822,-0.0361205041408538,-0.2002720683813095,-0.0491424240171909,-0.0128580564633011,0.1726844161748886,0.1964274495840072,0
37,37,-0.1107489466667175,0.085440881550312,-0.0112314065918326,0.0551851764321327,0.213403970003128,-0.0337289571762084,-0.1188114881515502,0.2085533887147903,-0.1251728236675262,0.0190380122512578,-0.0686398744583129,0.0515604503452777,-0.0228199381381273,-0.1555966138839721,0.138650357723236,-0.1585100293159485,0.0513905324041843,-0.1574103236198425,0.0299736708402633,-0.0277272909879684,-0.0913401022553443,0.0052191074937582,-0.0366286747157573,0.1279051899909973,-0.1866151094436645,0.0086155775934457,-0.1167652979493141,-0.0954638943076133,0.0075080059468746,-0.0462260581552982,-0.1309223920106887,0.0482514537870883,-0.1789303421974182,0.1046540290117263,0.077018417418003,0.05243856087327,-0.0815098509192466,0.1201450824737548,-0.0705429464578628,0.1666337698698043,0.2309251427650451,0.0351593904197216,-0.0308909211307764,-0.11717239767313,-0.2133403122425079,0.1566018313169479,0.112307421863079,0.1052533686161041,0.1511214822530746,-0.1296407282352447,0.1825530678033828,-0.0546597689390182,-0.1014520749449729,-0.070907711982727,-0.1509326249361038,-0.0081935171037912,0.0982175096869468,0.0899298265576362,0.0322471857070922,-0.0746356323361396,0.2678121030330658,-0.0570569671690464,-0.0914886742830276,-0.03417993709445,-0.2124679535627365,0.1451280564069748,0.0279200132936239,0.2305605709552765,-0.0059012877754867,-0.0903334245085716,0.1403713524341583,0.1572411656379699,-0.0761025175452232,-0.025424825027585,-0.1556729823350906,-0.0500719510018825,-0.1442670077085495,0.015232472680509,0.2636729180812835,-0.0639076605439186,-0.0201784968376159,-0.1846104115247726,-0.1484535336494445,-0.1234940588474273,-0.0080142654478549,-0.1362780928611755,0.0015034595271572,-0.0506615042686462,0.2525537014007568,0.1515507996082306,0.2162263989448547,-0.0781065002083778,0.1062155067920684,0.0911282449960708,-0.0371810607612133,-0.1998876929283142,-0.0484797619283199,-0.0128648662939667,0.1733737736940384,0.1962165981531143,0
38,38,-0.1103600859642028,0.0846478641033172,-0.0109336636960506,0.0542863681912422,0.2155539095401764,-0.0334446243941783,-0.1194181889295578,0.2078788578510284,-0.1255934387445449,0.019037764519453,-0.0685915872454643,0.0516084767878055,-0.0226846393197774,-0.1562214642763137,0.1387126743793487,-0.1598264276981353,0.0511137098073959,-0.1589363515377044,0.0301289204508066,-0.0269248709082603,-0.091297909617424,0.0039173490367829,-0.0366286747157573,0.128239706158638,-0.1886832416057586,0.0081843398511409,-0.1176236793398857,-0.0965034663677215,0.0078546339645981,-0.0472772791981697,-0.1313521116971969,0.0480930730700492,-0.1791653037071228,0.1051017269492149,0.0771451666951179,0.0527214370667934,-0.0815107226371765,0.1211943179368972,-0.0703557580709457,0.1666484475135803,0.2301865071058273,0.034626692533493,-0.0310945566743612,-0.1178318709135055,-0.2160883545875549,0.1548947542905807,0.1136602237820625,0.105901651084423,0.150556668639183,-0.1307939440011978,0.18196402490139,-0.0546604543924331,-0.1014504730701446,-0.0723671689629554,-0.1522988229990005,-0.0082565136253833,0.0978038981556892,0.0900567322969436,0.032284565269947,-0.0750088691711425,0.2672809362411499,-0.0583203099668026,-0.0917154625058174,-0.0341361574828624,-0.2128947079181671,0.1449597924947738,0.0279157292097806,0.2300421297550201,-0.0063754748553037,-0.0904197171330452,0.1396583318710327,0.1584101170301437,-0.0773858577013015,-0.025424825027585,-0.1561838835477829,-0.0511621348559856,-0.1457509249448776,0.0147589277476072,0.263860136270523,-0.0644248127937316,-0.0201784968376159,-0.1845278888940811,-0.1492940187454223,-0.1245180740952491,-0.0072337724268436,-0.136766716837883,0.0007476217579096,-0.0515426620841026,0.2541002035140991,0.1515083909034729,0.2169755548238754,-0.0777226239442825,0.1064069643616676,0.0909046605229377,-0.0385089293122291,-0.2009492814540863,-0.0486591979861259,-0.0128650087863206,0.1736686080694198,0.1965163797140121,0
