country,exp0,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,imp0,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9
Panama, 210573.159, 1020634.3130000003, 208971.22199999998, 1681365.484, 170838.96899999998, 537881.3320000003, 582743.1300000001, 237516.914, 281103.30399999995, 13878.132000000003, 2496117.1769999987, 2980261.656, 468657.46500000014, 10614166.762999997, 1035660.6870000004, 3888338.2770000002, 11354935.340000004, 3503290.6390000028, 1820549.2400000002, 60135.53399999999
Papua New Guinea, 1116.1719999999998, 1866511.1759999995, 2628771.6950000003, 5925889.660000001, 553677.054, 11496.335999999998, 20239.029999999995, 23147.141999999993, 11136.856999999998, 2757.5409999999997, 182672.75799999994, 795129.5079999997, 44343.951000000015, 639339.7320000001, 431316.2409999998, 468183.13000000006, 368808.5449999999, 917437.197, 274168.63499999995, 19228.883999999995
Paraguay, 241318.0909999999, 5259044.066000001, 37909.185999999994, 1567484.124, 94331.15299999999, 246354.35599999997, 13384.875999999997, 44368.06200000001, 284797.803, 407.851, 702329.074, 1307042.1980000003, 151071.49800000008, 507598.06399999995, 577955.369, 2300272.7789999996, 952770.651, 1604910.3619999993, 2432766.7480000006, 26141.238000000005
Peru, 1480786.7930000005, 11373416.966000006, 7480133.985000001, 20521899.151999995, 3771850.8299999987, 1499444.265, 87174.35499999998, 395362.25800000015, 105838.71399999999, 52135.80699999997, 3032049.7660000008, 5988091.890000001, 578693.6490000003, 5885927.584000002, 3210100.521999995, 6826054.324000001, 4116757.0810000002, 6987711.326999992, 3862144.6620000005, 133072.67100000006
Philippines, 2936015.9399999995, 9685383.351, 1984137.9339999992, 3188051.184, 3268975.3889999986, 3074533.0460000006, 2274206.4159999997, 19313868.840000007, 40806736.67899999, 48798.16100000001, 8378690.543000002, 18221460.243999995, 2033648.8089999994, 16324153.812, 9342194.085000003, 13493070.287999993, 12365990.834000008, 17871668.869000003, 28417070.04199999, 257137.8029999999
Pitcairn, 593.108, 402.053, 10.545, 232.401, 10.408999999999999, 57.68000000000001, 39.684, 350.528, 120.99, 88.55199999999999, 178.38000000000002, 590.831, 3.4480000000000004, 3112.4320000000002, 397.04600000000005, 332.278, 133.894, 350.739, 104.41500000000002, 6.926
Poland, 26738003.85699999, 47037440.72299996, 6941207.2420000015, 6215525.881000002, 24916617.55500001, 34870216.42699999, 36075676.547, 44839968.487, 26181777.373000015, 2112528.251000001, 25449863.148, 34248203.490999974, 4707038.965000002, 20957079.321999997, 26866188.800000016, 44489822.38899998, 32662943.31899999, 49470823.21999999, 33779874.716999985, 964140.2860000002
Portugal, 10353864.135000002, 13432503.354999995, 2308423.3149999995, 3762017.267, 4957897.988999996, 8670175.417, 10783197.298000002, 6700414.162000003, 5718230.337000003, 90312.35499999997, 7406534.147000002, 15843911.9, 1301030.2289999998, 9698524.468999999, 6652795.067000002, 14217863.205999997, 14428216.990999999, 11648166.898000004, 7862237.331, 230918.63100000005
Guinea-Bissau, 905.681, 170438.851, 69248.781, 3173.712, 535.3539999999999, 331.502, 187.666, 621.683, 106.714, 9.763, 16547.669999999995, 144021.12399999998, 7991.068999999999, 59296.861999999994, 21216.410999999993, 32225.009, 15715.572000000004, 14078.09, 18214.86, 1562.787
Timor-Leste, 276.0679999999999, 23413.05799999999, 25.909, 82704.724, 2102.426, 323.98600000000005, 654.005, 1505.6029999999998, 803.041, 38.963, 29772.889000000014, 162235.48600000006, 10909.828000000003, 88065.46600000001, 43984.66299999999, 49424.553999999975, 75808.55800000002, 49227.546999999984, 30160.11800000001, 1608.9390000000003
Qatar, 17937.846999999998, 34469.52599999999, 482111.772, 68229083.25799997, 2117715.3649999998, 5302929.401, 541562.2679999999, 187818.09800000003, 44511.708000000006, 3886.1179999999995, 1984965.1940000004, 3626265.793000002, 2510405.727, 1699999.4230000002, 2559029.2129999995, 3254419.5750000007, 6782650.385999997, 7564190.678999999, 3780055.32, 131069.27100000001
Romania, 8921702.263000002, 11187368.883999998, 755829.4109999998, 3112107.2610000013, 6460288.001, 7023301.925000005, 14475393.063999994, 12260584.644999998, 14368593.827, 149088.82300000003, 7975365.854000003, 12600960.394000001, 1674654.2010000008, 7357892.936, 9373313.936999999, 15823200.648000004, 10424226.997000003, 15401170.743999999, 13781288.449999997, 170723.32100000005
Russian Federation, 2079209.6499999987, 40385799.58500002, 19471813.639000006, 246284322.5330001, 43186416.346, 28362813.486999996, 8638183.778999997, 11656430.968, 5636036.497999999, 1254337.2800000003, 21143377.391, 33569558.844999984, 3481043.9650000003, 6505231.531999999, 16347807.18299999, 44720769.35400001, 33134025.37000001, 52473831.008999996, 26153934.82900002, 697111.331
Rwanda, 40031.35099999999, 444992.1330000002, 460148.197, 305866.32599999994, 22338.44099999999, 23038.697999999993, 17577.56, 14619.918, 19038.107000000007, 1527.953, 191886.27400000006, 541328.8860000002, 302985.97500000003, 517535.4350000001, 214568.291, 370227.3850000001, 111952.75399999999, 314829.634, 227441.96500000005, 15523.217
Saint Barth�lemy, 798.4069999999999, 2133.542, 49.64599999999999, 316.693, 657.0459999999999, 3896.6679999999997, 682.1800000000002, 290.93399999999997, 1211.8650000000002, 67.522, 36756.005999999994, 47232.659, 13646.145999999997, 12034.049, 16765.597999999987, 12813.321999999995, 15595.96, 33829.74600000001, 13674.051999999998, 915.5930000000001
Saint Helena, 612.9359999999999, 15574.118, 116.719, 1.4409999999999998, 220.07199999999992, 530.8270000000001, 86.32000000000001, 2915.297000000002, 2649.872000000001, 177.959, 1549.8010000000004, 9041.76, 350.211, 3994.775, 3352.5160000000005, 4580.6269999999995, 2963.4809999999998, 5924.078000000001, 2900.8340000000007, 74.72899999999998
Saint Kitts and Nevis, 209.752, 5096.585999999999, 77.149, 28.828, 704.428, 201.683, 3454.4930000000004, 11225.974000000002, 40171.60500000001, 22.108, 16409.771999999997, 55909.343, 27861.487, 62681.28, 18950.292000000005, 20444.034, 40420.157999999996, 38681.295, 26626.030999999995, 5127.195000000001
Anguilla, 309.586, 2048.949, 36.164, 40.266000000000005, 3265.1029999999996, 23900.555999999993, 12330.276999999998, 1130.7690000000002, 1703.1429999999998, 63.413, 7174.494000000001, 84479.71099999998, 2100.4629999999997, 33520.788, 5437.427, 6915.472999999998, 10990.059999999998, 10769.866000000005, 4911.569, 393.24300000000005
Saint Lucia, 6299.174, 41660.73, 9699.634, 33149.036, 3802.677999999999, 5773.176, 3146.2850000000008, 14774.748000000001, 8207.817999999997, 445.697, 31297.097999999998, 183415.04200000002, 19092.96, 1386363.5450000002, 34677.366, 70299.869, 42660.386000000006, 66732.54500000001, 40344.54599999998, 5069.556999999999
Saint Pierre and Miquelon, 43.071000000000005, 6968.358, 0.079, 16.734, 75.88499999999999, 46.149, 1.099, 479.56199999999995, 176.76300000000003, 6.614000000000001, 2730.350000000001, 15074.312999999996, 741.6899999999999, 180.245, 3329.5820000000003, 6745.778000000002, 4116.328, 9557.594000000001, 4696.350999999998, 226.213
Saint Vincent and the Grenadines, 658.6819999999999, 33728.45999999999, 390.67, 69992.389, 4901.950000000001, 2248.167, 51831.219999999994, 3929.497, 1238.7710000000002, 11205.957, 21672.835000000006, 108441.44300000004, 21629.966, 44578.613000000005, 26693.920000000002, 37921.887, 60325.79899999998, 46085.523, 24918.024999999998, 3387.9310000000005
San Marino, 21916.766, 15420.806, 3975.1990000000005, 7.564, 4940.517000000001, 24437.563, 6719.782999999999, 63113.33700000001, 4363.514, 675.5799999999999, 70133.35200000003, 39831.944, 8002.714, 40732.490000000005, 37976.55599999999, 31618.97, 21657.852, 34661.54000000001, 15921.806999999997, 573.3389999999999
Sao Tome and Principe, 323.407, 6999.356000000001, 51.649, 0.0, 1522.8449999999998, 351.4220000000001, 2440.5209999999997, 10741.419000000002, 335.784, 114.324, 7388.096000000001, 50637.085999999974, 2531.373999999999, 35142.477, 9127.780000000002, 16916.093999999994, 12379.877999999999, 14607.387999999997, 10366.035000000002, 4317.280000000001
Saudi Arabia, 529692.9520000002, 4761244.1570000015, 1766266.3009999997, 172464001.901, 4975339.150999998, 41258571.49099999, 231028.56199999992, 742449.1969999998, 902289.0949999997, 53676.089, 12681661.674000004, 25126576.06, 7011024.038, 5109712.135, 13210233.570000004, 19776429.54, 25762873.527000006, 24847492.77500001, 14698727.390999997, 310308.5150000001
Senegal, 110641.38, 1552049.98, 683712.0329999999, 1116416.8240000005, 175338.7679999999, 572175.5719999999, 66040.47799999999, 60066.895000000004, 27722.381, 4009.1649999999995, 1025300.5390000002, 2153252.249, 254667.54099999994, 2842117.624, 926865.1850000002, 1149856.1430000004, 994842.4839999997, 1071293.722, 724364.7849999999, 17715.795000000002
Serbia, 2083883.9689999993, 4979970.352000001, 349052.52899999986, 823629.7310000001, 2699303.963, 3184236.1849999996, 1196624.6339999994, 1964127.1619999986, 3145686.354000001, 73728.06599999998, 1947530.445000001, 3963844.8390000006, 478452.57200000016, 4255003.057, 2936199.9860000005, 4825764.559999996, 2655738.0050000004, 3892002.955000001, 3007101.1670000013, 70062.06
Seychelles, 1937.8680000000002, 496833.99199999997, 2262.42, 261891.197, 6144.130000000003, 5100.814, 175193.578, 15282.060000000003, 3997.3309999999997, 245.39499999999998, 56570.346000000005, 304445.5410000002, 29131.198, 242870.93400000004, 90220.84300000004, 88099.31700000001, 509118.1459999999, 147266.051, 76118.004, 2837.2530000000006
Sierra Leone, 6291.323, 192162.783, 116267.09800000001, 319141.67100000003, 17681.977000000003, 7324.664000000001, 5597.784999999999, 21929.779000000002, 10826.028999999997, 249.046, 73691.10000000002, 355357.2040000001, 27196.105000000003, 48802.433000000005, 110656.13400000003, 206132.42599999998, 103702.03700000001, 123191.71600000003, 96519.59800000001, 11584.328
"Europe EFTA, nes", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
India, 41187885.335999995, 42002918.18199999, 43628093.39200001, 46476433.21999999, 26442969.883999996, 62143186.81600004, 24341939.094000004, 26918682.505000018, 15769896.766, 725959.64, 12809524.952000003, 27853942.462, 64142252.558, 149564345.31100008, 30338017.28999999, 63261410.64900003, 17983814.90500001, 57607354.44599997, 49502647.951000035, 797396.9569999999
Singapore, 1968640.3870000003, 16034598.311000006, 16368522.017, 46664297.58400001, 6282710.085999998, 55369332.266, 10071698.267, 62757773.872000016, 84399307.606, 882397.2290000005, 6994890.611, 18074017.801999997, 21546029.628999997, 72976252.565, 12038427.076999994, 31101753.172999997, 24380124.287, 57902812.08399999, 75169192.66200003, 966839.39
Slovakia, 4709830.305999999, 6027106.300999996, 1321958.19, 3005297.365000001, 8391120.135000002, 7312165.242000004, 30853416.081000004, 13003767.231000017, 15417154.788999995, 216693.48600000003, 6040111.949000002, 7824849.689999997, 1375326.432000001, 7290608.332, 8064439.393999998, 10542882.312000003, 14051699.885, 14598465.42399999, 13806636.183000004, 185340.05700000006
Viet Nam, 73976822.75500001, 34551407.363, 4329247.027000001, 5920844.341000002, 11933681.008999998, 14182554.866999999, 4441110.577000001, 23867360.09300001, 107026812.63299997, 133421.94199999995, 26211082.41799998, 35929628.15599999, 4503249.045999999, 17340642.188, 24216990.775999993, 33644980.445999995, 10788707.199999997, 36542567.56000002, 73667831.893, 369402.511
Slovenia, 2215289.212, 3788202.6619999995, 608522.7239999999, 2133607.204000001, 4222835.189, 9162716.947999999, 6593699.376999998, 5327910.312999998, 4254320.999999999, 194233.89, 2795870.3500000006, 5194831.825000003, 601504.7719999996, 4043560.084999998, 4645516.473999999, 9534330.673, 5953501.0200000005, 5630591.284000003, 4052888.378, 111406.84199999999
Somalia, 3715.5809999999997, 230342.40799999997, 174313.20200000002, 823.7260000000001, 2091.208, 5911.367000000002, 397.305, 378.4990000000001, 1613.6220000000003, 12.628999999999998, 516457.6750000001, 1741699.9510000001, 90981.117, 34698.337, 258534.301, 357750.8280000001, 181137.58199999997, 169508.46799999996, 237129.6059999999, 3387.189
South Africa, 1844379.8410000002, 12587809.973999998, 30230047.79300001, 23453926.79000001, 10495070.595999997, 7863849.684999997, 13536853.077000009, 6527863.840000002, 1765845.748, 258438.85799999986, 5736371.500000005, 8914062.873000003, 4684428.474, 15239414.048, 4815824.408999998, 13658243.371000005, 10525564.979000006, 15571336.46899999, 8939050.918000003, 442807.8610000001
So. African Customs Union, 1246392.7980000002, 4536694.610000001, 6172274.307999999, 4620421.113, 4693884.064000001, 2310801.8819999998, 1014464.4400000006, 1243723.091000001, 454505.93499999994, 71552.35899999997, 1567151.234, 3159583.303000001, 839860.6289999996, 2449755.994, 1450991.3289999994, 4150847.0370000005, 3363617.713999999, 6687026.121999997, 2899693.4680000003, 324698.385
Zimbabwe, 79782.066, 1013579.3469999997, 2107111.408, 418025.835, 329028.69699999987, 23222.208, 13804.347000000003, 27237.275999999994, 13425.395, 27573.701999999997, 127498.39500000005, 552030.9010000002, 102910.10000000002, 1516085.3049999997, 297114.1539999999, 973113.6100000005, 383978.3789999999, 652359.0949999997, 198469.3860000001, 22213.64
Spain, 24906427.436000004, 67022659.27700001, 10127946.999999998, 20322002.35, 27174709.045, 54414177.29799999, 64513545.137, 31367609.310000002, 18190780.898000006, 1238423.8739999994, 36674415.80900002, 52156864.03500001, 6036755.324, 52067621.22300001, 25455725.70499999, 60981446.80499996, 49581539.38599999, 53008439.88899999, 30925576.322000034, 1112349.289
South Sudan, 148.752, 42103.12700000001, 47629.397000000004, 1620077.2480000001, 43.436, 33.577000000000005, 207.09999999999997, 213.09300000000005, 54.59, 4.164, 59898.924, 129426.05200000003, 4611.135, 6998.486999999999, 37320.41900000001, 91771.85999999999, 179146.84899999996, 87926.72199999997, 55098.99999999997, 15122.761000000004
Sudan, 135025.98200000005, 1778825.8520000004, 1200667.261, 794599.1900000002, 33820.61, 6404.398000000001, 22059.783999999992, 24563.838000000007, 2019.4420000000002, 153.763, 1182071.0470000003, 1871137.5670000007, 345908.744, 103445.832, 488720.4459999999, 1469901.5410000004, 523378.9699999998, 870730.4219999999, 557952.5690000001, 62955.695
Fmr Sudan, 171457.688, 570224.0580000001, 18770.615, 8178.484, 4040.9350000000004, 1740.8489999999997, 1059.253, 4713.317999999999, 948.549, 365.757, 75027.94599999997, 382670.6269999997, 18513.402000000006, 98854.13399999999, 135834.08700000003, 218840.24899999995, 120246.11699999997, 200995.40600000002, 87843.55000000002, 6245.987
Suriname, 3634.4870000000005, 384349.749, 2038339.1600000001, 117641.84500000002, 16165.950000000004, 7543.271, 6164.329, 18413.049000000003, 4779.084999999999, 157.812, 90036.78499999995, 331144.5409999999, 29828.009000000002, 161057.62799999997, 143007.07900000003, 240488.96900000004, 237181.27500000008, 400380.27699999994, 144714.83899999992, 5873.878999999999
Swaziland, 242486.49100000004, 745476.9080000003, 1481212.1079999998, 37201.418, 12810.948999999997, 983615.9289999999, 20926.306, 69049.904, 13340.211000000003, 7706.822999999997, 229306.59900000007, 426165.4139999994, 124648.939, 344665.47000000003, 105493.55300000009, 339521.50699999975, 133529.18000000005, 160632.54500000004, 92914.78500000005, 12679.112000000005
Sweden, 5857082.051999999, 26450125.103, 1828333.706, 13662722.270999996, 15240917.019, 24037764.105999995, 25566726.661000017, 31348299.340000004, 13481930.587999998, 295123.47500000015, 11669716.081000002, 19034389.51399999, 2359108.0649999995, 16361739.223, 13101552.485000009, 21311545.526000008, 20823057.647, 27154611.22199999, 18462939.245000005, 546617.3800000001
Switzerland, 5336999.828999994, 11910063.080999993, 77039313.96699996, 3097670.320999999, 9649600.99900001, 116749727.57900004, 6235646.772000006, 64479380.154999964, 12772569.578999996, 2418834.600999999, 19663335.02300001, 19105440.448, 93140920.29500002, 13280067.09, 16677985.568, 57623256.627000004, 19682548.714999996, 34968333.99100002, 14721772.998000002, 4076968.8070000033
Syria, 55823.108000000015, 491601.04600000003, 20896.36, 14906.791, 13422.957, 24439.04, 759.8769999999998, 4467.597, 2053.424, 2110.7599999999998, 509610.3650000003, 2309234.548, 127769.60399999998, 217071.73700000002, 431387.0449999999, 880442.1980000001, 266300.818, 542916.3549999995, 568867.701, 95251.44799999999
Tajikistan, 149976.35299999992, 42347.981, 176532.436, 250565.296, 178345.098, 6296.589, 2156.9509999999996, 2507.4610000000002, 679.7240000000002, 1125.1390000000001, 605066.856, 820663.3260000005, 123426.68500000003, 537541.6039999999, 399847.54699999996, 513462.9359999999, 326210.58299999987, 412661.11100000015, 270781.8329999999, 8570.033
Thailand, 9636153.433999998, 42471502.587, 17031308.909000006, 9444476.94399999, 10602863.466, 42298752.79000004, 30104641.59799997, 50549965.99700003, 36317638.80600001, 155098.24099999998, 7784190.263999989, 20244953.832000017, 11004045.788, 34126249.33099999, 24715648.034000013, 26941691.11299997, 13017069.058000008, 36223285.83900002, 34306108.540000044, 358126.98499999987
Togo, 175866.973, 393770.4309999999, 26287.656, 966923.973, 97371.07800000001, 196208.752, 84391.09100000001, 24270.228, 5878.953999999999, 636.366, 963724.6999999998, 1201909.5299999998, 68048.99199999997, 5649629.143, 331314.2249999998, 623272.3910000002, 651271.1780000002, 339390.81799999974, 444629.3449999998, 8723.217000000002
Tokelau, 4621.437, 2622.494999999999, 595.5810000000001, 497.706, 1325.0320000000002, 1549.8979999999997, 1083.2050000000002, 6379.923999999999, 332.993, 39.489, 202.49499999999998, 1777.5329999999997, 36.236000000000004, 1595.3419999999999, 192.931, 2561.396, 349.794, 3627.5879999999993, 1683.958, 0.092
Tonga, 67.40700000000001, 11436.692000000001, 42.711999999999996, 5.475999999999999, 404.137, 268.956, 116.17, 407.63899999999995, 475.871, 1647.286, 8693.861, 69808.15999999999, 2715.7139999999995, 46464.26900000001, 11627.779000000002, 17335.319999999992, 12081.503000000002, 15329.831999999999, 19398.333, 2468.8199999999997
Trinidad and Tobago, 20605.873, 389037.5839999999, 11226.965999999999, 4867336.112000001, 670092.457, 2956121.4049999993, 170527.27500000008, 376909.68400000036, 31045.753999999997, 14939.695000000002, 177466.02399999998, 997083.0970000001, 70506.957, 1478778.778, 471670.5040000002, 663207.4510000006, 903936.618, 1386767.3979999996, 350441.11800000013, 30954.519
United Arab Emirates, 5286123.651, 14538686.85100001, 46148804.545, 98910434.32100004, 17005964.808999993, 16895346.057000004, 12116963.298999997, 16105197.353000002, 19518801.750000004, 1454197.4369999997, 13776027.536000002, 21250437.359, 60939314.21700001, 21958287.756, 15036967.805000007, 19974394.63499999, 20948780.972, 31503001.190999992, 28857149.51299999, 1183567.3940000003
Tunisia, 4472429.504999999, 2005265.4090000002, 118187.959, 1057542.2770000005, 742177.7380000001, 1394149.0360000008, 1037255.475, 1498799.3269999996, 4295135.096999999, 9872.296, 2480943.955, 2875124.1370000006, 234335.26700000008, 4146212.988000001, 1798158.5690000001, 3057168.5359999985, 1462121.731, 2546751.495, 3005527.018999997, 41094.66100000001
Turkey, 34620797.62999999, 24391729.308, 11212067.275999993, 13737562.352999998, 24234662.231000006, 18004232.696999997, 30281044.688999992, 20654439.908, 9942334.315, 392229.89300000004, 12484023.817000007, 19136901.406999998, 14781684.81, 26211272.943000004, 24216171.929999992, 34499640.043999985, 17014107.583000004, 29004545.826000005, 15060139.030000003, 279827.3619999998
Turkmenistan, 290031.965, 62746.699000000015, 18163.998, 8661913.305999998, 1631.948, 243722.87900000004, 17798.57, 28889.694000000003, 3847.804, 594.621, 146481.65700000004, 462287.596, 99627.50200000001, 72620.217, 468455.0449999999, 507337.85200000025, 289417.369, 677010.4699999995, 289130.63, 5755.080999999999
Turks and Caicos Isds, 596.412, 2795.85, 595.084, 80.769, 1943.1860000000001, 3448.4610000000002, 216.658, 2815.4980000000005, 1104.1250000000002, 36.039, 20333.544000000005, 84848.24999999997, 22232.721999999998, 27330.004, 19019.002999999997, 20293.246, 31566.477, 27220.611999999994, 11200.629, 1277.817
Tuvalu, 69.61599999999999, 9956.45, 224.21599999999998, 0.098, 64.161, 21.150000000000006, 7149.946999999999, 88.38, 184.398, 53.795, 2930.3269999999993, 6737.133, 668.201, 15563.072000000002, 6499.209000000002, 1804.6330000000003, 28898.279999999995, 4398.857999999998, 1232.8299999999997, 125.21900000000001
Uganda, 50483.596, 1117565.5310000004, 1719762.532, 28224.95500000001, 23384.52800000001, 54177.456999999995, 3998.9649999999992, 4967.752, 3306.357999999999, 2798.55, 276334.83599999995, 620806.7710000001, 50846.884999999995, 113700.57699999998, 329644.624, 934679.3279999996, 500092.17200000014, 579367.9790000002, 383026.38499999995, 46683.428
Ukraine, 1828800.5570000005, 22828060.848999996, 465850.74100000004, 5084605.081000001, 10450091.498999996, 2942228.8420000006, 983287.8719999999, 1874874.2430000005, 2986399.3070000005, 61269.02600000002, 3840668.678, 7503091.241, 879478.0559999995, 9497694.098000001, 3447277.1249999995, 10432063.761000004, 5515358.762999999, 8330067.263999999, 5825793.726, 96337.63099999998
TFYR of Macedonia, 1006805.8030000004, 786538.6719999998, 84464.57699999998, 486609.1760000001, 799846.2349999999, 1813391.540999999, 794397.468, 960005.9900000005, 1116319.998, 7129.802, 848957.1699999996, 1197243.1819999996, 2268001.2730000005, 1082866.5460000006, 825529.4649999996, 1362886.5159999998, 506168.78100000037, 860100.5519999997, 1078963.2279999992, 12466.036000000002
Fmr USSR, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Egypt, 4235314.119999999, 6872062.476999999, 3332159.5929999994, 10361756.639999999, 2277814.360000001, 6638983.104000002, 151097.102, 423866.1150000003, 2203107.812, 176993.32300000006, 5520505.718000003, 19193438.94, 864362.3850000002, 12034142.489000004, 8444796.819999997, 12439476.560000008, 5529536.4590000035, 11001623.596000008, 7316298.016000004, 136715.74799999993
United Kingdom, 18033915.175999995, 38530725.40199998, 42654130.20599999, 41527879.78399997, 22712280.712999996, 77940619.94199996, 71387191.02700001, 96499551.34200002, 27937624.016000003, 9189697.096, 54635816.17199997, 85492140.20100002, 90421214.14899997, 59059775.617000006, 32224365.851999998, 84700938.472, 92076240.93799996, 99344405.47099997, 59738990.02299998, 6365501.996000002
United Rep. of Tanzania, 204266.133, 1727804.9100000006, 1627730.2, 319185.46900000004, 277583.707, 78367.48000000003, 15581.116999999998, 20124.662999999997, 7477.297000000003, 3917.883, 1428480.2749999983, 1382618.7800000003, 272908.29399999994, 1669344.3960000002, 1269106.3130000008, 1907938.2599999988, 1113638.1819999998, 1253974.432, 888947.3060000003, 38179.204000000005
USA, 36464043.753999986, 179255765.6600001, 58633071.34599998, 209228827.28299996, 68068166.958, 262019968.2429998, 196592893.24300003, 322020745.4029998, 163762199.1419998, 15885372.020000009, 213900483.53200004, 210324435.9070001, 75900282.07500008, 201129399.6460002, 128059634.58899997, 327151199.31300014, 357191047.53000015, 523526376.735, 333582087.57500017, 12413142.673
US Misc. Pacific Isds, 5308.0960000000005, 67083.506, 466.4550000000001, 11389.849, 3876.680000000001, 1955.796, 1253.472, 6377.718, 6269.1849999999995, 1780.0549999999998, 141015.99799999993, 204190.54700000002, 19088.796000000002, 225730.59699999998, 31662.012, 37353.132000000005, 55994.065, 82848.768, 25090.550999999996, 3715.428000000001
Burkina Faso, 400805.2470000001, 362381.8279999999, 4645385.408000001, 295601.9330000001, 175651.65199999994, 24835.351999999988, 44518.247, 34756.056000000004, 4242.9130000000005, 548.31, 177532.74000000008, 740114.1230000001, 32934.231, 766731.412, 241199.7499999999, 693627.7969999998, 433214.28100000013, 589185.8970000002, 236532.70600000006, 10347.487000000001
Uruguay, 299435.58699999994, 7222366.723000003, 50009.15499999999, 127508.69300000003, 110186.19200000001, 911116.4820000003, 185815.345, 111666.31299999998, 76607.909, 6423.406999999999, 720738.916, 1603932.3170000003, 124716.57299999999, 1931170.23, 428541.4079999999, 2314470.2779999985, 814813.2990000002, 1221076.7900000003, 696790.9019999999, 46400.863999999994
Uzbekistan, 2009532.0490000003, 1694621.257, 5451779.113000001, 2564408.708, 1159115.5200000003, 790817.6349999998, 190728.14399999997, 79933.90799999998, 139746.969, 4884.031999999999, 1126216.3789999997, 2780473.4379999996, 392735.31299999997, 1344060.509, 2604610.6980000003, 3030806.091000001, 3014396.0280000004, 5782235.616, 1362176.111, 37830.441
Venezuela, 14522.670999999991, 475283.42399999977, 250646.18999999994, 13171411.629, 343942.445, 419803.8089999999, 4291.059, 12955.959000000006, 34758.053, 9503.592, 380646.6139999998, 1671717.3030000003, 55013.670999999995, 975715.178, 167067.45299999992, 932144.5900000007, 220298.909, 719928.6889999994, 395929.63800000004, 52280.511000000006
Wallis and Futuna Isds, 23.087000000000003, 5.606, 575.7130000000001, 3.668, 30.650000000000002, 64.27900000000001, 252.15099999999998, 91.67200000000001, 916.7510000000001, 0.115, 3216.3109999999997, 17063.768999999993, 331.06399999999996, 8226.372000000001, 1443.2219999999998, 5168.657000000001, 1793.6199999999994, 5214.9490000000005, 1621.586, 72.248
Samoa, 2906.6500000000005, 36559.20700000001, 151.48199999999997, 12307.499000000003, 1924.5729999999999, 3001.48, 1445.116, 2444.9590000000003, 8530.483999999999, 44.202, 26567.440000000013, 138891.37499999997, 10460.588000000003, 74409.053, 64812.81599999997, 45825.06699999999, 62313.19099999999, 40556.316999999995, 42824.72, 2221.4729999999995
Yemen, 770.1179999999999, 292486.18100000004, 84860.72399999999, 948693.3680000001, 64395.59899999999, 44703.227, 6780.271000000001, 2725.3080000000004, 495.638, 107.198, 1568672.0940000005, 4762354.427, 184900.20399999994, 767496.653, 1155789.0460000008, 1326177.6840000004, 621234.0950000001, 618222.3900000001, 402273.85800000024, 10935.514999999998
Serbia and Montenegro, 9056.382000000001, 145961.32100000005, 6908.275, 3284.9049999999997, 29050.388000000003, 24343.266000000014, 4326.838000000001, 17454.990999999998, 11012.105999999996, 1928.7290000000003, 29643.431000000004, 211548.90700000004, 5247.759, 74551.621, 17483.321999999996, 151246.33300000004, 10516.862000000001, 39927.62499999999, 6780.157999999999, 2108.106
Zambia, 64982.02699999998, 699262.2039999998, 580890.1729999998, 463286.543, 7655323.037000001, 364777.41300000006, 36781.869000000006, 129359.12199999999, 45986.11000000001, 29425.442, 279707.445, 692333.5599999998, 281073.059, 1420484.8680000002, 641886.6350000006, 1572608.367, 697049.108, 1221476.664, 475876.44000000006, 43575.69999999999
