country,exp0,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,imp0,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9
Djibouti, 6271.6269999999995, 7942.001000000001, 3788.678, 5223.0869999999995, 4601.851, 4755.740999999999, 4663.018000000001, 3036.6690000000026, 3333.8010000000017, 271.45, 93255.15800000001, 133992.773, 6634.378000000001, 7201.545000000002, 13379.047999999997, 28220.648999999998, 24290.469, 19542.419, 14473.326999999996, 1780.7530000000002
Gabon, 1089.635, 425678.162, 462.843, 1867505.2290000005, 1610.9479999999999, 54160.003999999986, 1191.132, 5746.360000000001, 353.78399999999993, 81.15700000000001, 57009.00600000002, 137328.85499999998, 13411.625000000004, 19353.139000000003, 71590.168, 109198.52200000006, 104492.05300000001, 187478.308, 54972.67200000002, 10360.475999999995
Georgia, 2526.1039999999994, 5515.791, 2983.2570000000005, 7843.813999999999, 65852.06800000001, 6013.5509999999995, 587.914, 4590.936999999999, 759.0190000000001, 235.10199999999998, 10538.566, 199137.999, 2090.324, 60294.151000000005, 3408.377000000001, 21544.261, 7207.758999999998, 18041.185999999998, 9927.177999999998, 983.807
Gambia, 5600.0, 49390.562000000005, 123037.081, 756.9780000000001, 769.1320000000001, 2898.117, 381.799, 1499.6230000000003, 983.1300000000001, 7.461, 94172.71400000002, 103926.519, 2343.4239999999995, 19166.997000000003, 12558.205000000005, 25579.047000000002, 22314.126999999997, 15379.967999999997, 15512.038000000004, 2521.028
State of Palestine, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Germany, 31539238.444000006, 47015090.360999964, 10098934.243, 5906611.097999998, 45859399.746999994, 85939014.18199998, 88504841.36999999, 122889628.58800007, 56182462.598999985, 6229455.546999999, 54184096.581999995, 73461721.93199997, 13136109.888999999, 25754603.91200001, 43053413.052999966, 53762655.739999995, 48033784.91299999, 79016726.02499999, 49560537.937, 4175688.9570000004
Fmr Dem. Rep. of Germany, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Fmr Fed. Rep. of Germany, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Ghana, 12119.737000000001, 815284.2579999999, 223066.672, 53222.528999999995, 238941.55600000004, 12385.332, 3810.1070000000004, 9886.153, 2059.5429999999997, 222.72799999999998, 160896.65800000002, 268418.839, 25402.887000000002, 105049.59800000001, 150227.76299999995, 313087.8329999999, 239330.416, 361593.0250000001, 149109.00699999998, 17725.32
Gibraltar, 2008.817, 14367.228, 39538.07800000001, 759.74, 1017.3820000000001, 4011.9359999999997, 15833.024999999998, 6835.786999999998, 2328.4069999999997, 2125.703, 34540.202999999994, 85825.47699999997, 33457.218, 328245.9220000001, 6464.344, 21207.634000000002, 76795.817, 23864.960999999992, 10306.695, 2131.5170000000003
Kiribati, 71.38900000000001, 9226.947, 77.06700000000001, 10.677999999999999, 94.507, 18.152, 19.921000000000003, 131.57000000000002, 8.688, 7.122, 2745.4240000000004, 16729.802999999993, 229.00800000000004, 3610.7720000000004, 4323.843000000001, 3873.548, 2892.4370000000004, 4737.210999999999, 2392.639, 638.081
Greece, 2740985.3539999994, 3704330.065, 238120.34099999993, 1197894.2609999995, 1405863.290999999, 868307.5670000002, 190999.31299999997, 591385.3310000002, 384094.9300000001, 88253.54, 2464446.6730000004, 5923249.536000004, 659519.4110000002, 1813592.5699999994, 2228680.4559999993, 3873356.234999998, 3225388.755999999, 3915656.902, 1641694.6810000006, 229972.0
Greenland, 157.284, 387778.78599999996, 39.383, 12.379000000000001, 698.169, 55.287000000000006, 16613.018, 1497.7960000000005, 476.30199999999996, 3221.0339999999997, 32788.51200000002, 86588.635, 23219.622000000003, 31019.429000000004, 24066.599000000017, 28544.357000000007, 43157.208, 57278.79300000004, 32933.65, 3930.937
Grenada, 319.33500000000004, 25165.135, 22.528, 525.1139999999999, 852.5720000000001, 1113.903, 1161.0929999999998, 1902.329, 877.3580000000001, 74.92099999999999, 10013.850000000004, 50310.58599999999, 3838.9659999999994, 16227.235000000004, 11014.068999999998, 17555.346999999998, 9809.317000000001, 14145.010000000002, 9816.564000000002, 2616.69
